date,site,topic,summary
2026-06-11,TC,"V0.25 written - consolidation handoff + the CS-professor site-review prompt","Session close-out (tenth arc of the marathon day). Wrote V0.25.md: the build era is done (V0.24 holds the nine-arc record - trees x7, vivid atmospheres, film reels, map P0-P3 + review rounds, menus); V0.25 consolidates what remains into a content-and-polish queue: lay-ons when the three DOCXs return (verdicts in Lay-On-Decisions.md), Melanie's page (draft 2470), map-data fills via family-map-data.xlsx -> _xlsx2map.py (Melanie's Edmonton years pending her answer, Dan's points pending the Dan interview), the research chases (Steinke/Gouchey/Haiste lists), retro-links, comments+replies, the desk-menu object placement for The Map (Thomas deciding - brainstorm offer stands), scrapbook (parked), plus a one-paragraph-each systems primer (longread converter, map pipeline, film reels, pastel cascade rule) and the accumulated sharp edges. ALSO DELIVERED: docs/SITE-REVIEW-PROMPT-2026-06.md - a context-rich prompt Thomas pastes into ChatGPT-with-browsing: persona = CS professor with 20 years industry experience; evaluates content/voice, design/style, IA/nav (the four nav surfaces question), outside-observable engineering (CWV, WCAG 2.2 AA, resilience), classic SEO (with site-specific schema opportunities: Person, Article, BreadcrumbList, VideoObject, conservative MedicalCondition for /hcs, Dataset for the map; the 5 ownable query families), and AI-era GEO/answer-engine readiness (llms.txt, citability, E-E-A-T, would-an-AI-cite-this-for-Rycroft-or-HCS test); constraints baked in so the reviewer doesn't fight deliberate choices (living-relative privacy, modular CSS, the voice, contain-never-cover); report format = graded sections, location->observation->why->fix findings, prioritized top-10, five additions, cut list, DON'T-TOUCH list, three off-the-record coffee notes. Full prompt also pasted in chat for immediate use. Both files committed (docs only, no version bump). Next agent: V0.26; triage the review report when Thomas brings it back."
2026-06-12,TC,"Review triage round 1: meta descriptions sitewide + VideoObject (1.0.531)","Thomas ran the review prompt: Grok graded the site A- overall but reviewed mostly blind (likely/presumed hedges throughout); GPT honestly declined to grade without real browsing and asked for screenshots - the more professorial answer. Triage approach: VERIFY each finding against the live site before acting. Verification results: AIOSEO (the SEO plugin) already emits OG/Twitter tags, BreadcrumbList/WebPage/WebSite schema and the sitemap; a hand-built tc-person-schema Person JSON-LD already exists on home; Hostinger Tools already generates /llms.txt (bare page list - and it EXPOSED a stale duplicate: page id 3920, slug map-2, a second 'map' page); reduced-motion is comprehensively handled; images already optimized - so half of Grok's top-10 was already done, receipts gathered. THE TWO REAL GAPS, shipped as 1.0.531 (8d71da0): (1) meta descriptions - EVERY page shipped without one; wrote all 26 by hand (privacy rules applied: living relatives first names, parents never co-parents) and wired them via AIOSEO's aioseo_description filter keyed by get_page_uri(), versioned in functions.php with the rest of the prose; AIOSEO mirrors the same copy into og:description/twitter:description - verified live on home, /hcs, a nested story page, and the map; (2) VideoObject JSON-LD beside each film-reel facade via the converter's videoHTML() (name/thumbnail/embedUrl/contentUrl + ISO-8601 duration from a new iso key in the jsons - PT1H11M6S Haiste, PT1H27M31S Lakeman; uploadDate only if supplied, never invented); both bodies regenerated insertion-only. functions.php brace-checked before push (no local php), site-health curl after deploy. LiteSpeed purged (confirm-menu-then-click). FOR THOMAS, 2 minutes in wp-admin: trash duplicate page id 3920 (map-2 pollutes llms.txt + sitemap); set a default og:image in AIOSEO -> Social Networks. STILL OPEN from the review: GPT deep review if wanted (agent can capture a screenshot pack from the browser); print stylesheet (real + archival-fitting); a Lighthouse/axe pass. V0.25 odd-ends item 6 updated with the full triage record."
2026-06-12,TC,"CS-professor site review EXECUTED in-session (report delivered in chat)","Thomas ran the V0.25 review prompt on Claude itself rather than ChatGPT. Method: 5 parallel research agents (content/voice, long-reads, technical SEO, performance via local Lighthouse 12 after PSI API quota died, index/citation websearch) + hands-on Chrome browsing of desk menu/plain menu/family tree/heritage hub/Docherty long-read+descent chips/map (hover dossier, scrub 1796, wheel-zoom k=7.4 via dispatched WheelEvents, Play sweep completed, ghost tree)/contact/junk-drawer easter egg/arcade, + local-code verification (reduced-motion 22 hits, chip keyboard handlers, skip link). AGENT ERROR CAUGHT: SEO agent claimed no meta descriptions sitewide - FALSE, verified live (multi-line tag broke its extraction); descriptions+og:description are excellent everywhere; og:image genuinely absent. VERIFIED HIGH-SEVERITY: (1) staging host lightgoldenrodyellow...hostingersite.com serves full mirror, self-canonicals, robots blocks ONLY Googlebot - Bing/GPTBot/ClaudeBot can index it; (2) Google index is STALE - only 3 old URLs indexed, all 404 now incl /2024/08/29/how-did-rycroft-get-its-name/ which ranked No.1 for Rycroft pioneer queries (proven win, orphaned - needs 301 to /family/heritage/rycrofts/story/, plus /hajdu-cheney-syndrome/->hcs, /2024/09/13/the-cheesmans/->cheesmans); (3) all five hub long-reads share title Story - thomascheesman.ca; (4) /map-2/ live duplicate in sitemap; (5) mobile Lighthouse 22-52 (Docherty story 22: 931KB lazy LCP img_0676-scaled.jpg + defer silently dropped on whole script chain since main.js enqueued without strategy - fix is array form in functions.php); (6) llms.txt exists (Hostinger plugin) but titles junk. GEO finding: HCS patient-voice space is EMPTY (all rankings are clinician case reports); BYR=.org NOT .ca (bareyourrare.ca unregistered - brand-confusion risk vs Chung Ha album). Grades: Content B+, Design A-, IA B-, Engineering B-, SEO C+, GEO C+, overall B+. Report structure: exec summary, 6 graded sections findings location->observation->why->fix, top-10 (redirects, staging killswitch, titles, GSC submit, defer fix, LCP/srcset, og:image, corpus cross-linking incl map links, home hero rewrite using the family thesis line, map-2+h1 Contents demote), 5 soul-fitting additions (citations layer, PDF book exports, VideoObject+transcripts, GEDCOM downloads, corrections mailto), cut list (header BTC ticker, home boilerplate cards), dont-touch (tiers/Notes, junk drawer, map honesty, kid letters, per-page enqueues). LIMITS disclosed: logged-in admin view; phone-width interactive testing blocked (window resize refused, used Lighthouse 360px renders); video playback unverifiable. Next agent: V0.26 = triage this report with Thomas; no code touched, no commits."
2026-06-12,TC,"Review triage round 2 SHIPPED: front door + SEO plumbing live (1.0.532-534)","Thomas answered all 21 questions + BHAG decisions in the workbooks; said GO. THREE COMMITS pushed + LiteSpeed purged twice + everything live-verified as guest. (1) FRONT DOOR 4fb0556: hero rewritten in his voice (Q1 rec B: chef/dad-of-three/fewer-than-fifty + the /family thesis line as hero-subtitle--thesis); BTC ticker OUT of header capsule INTO the Bitcoin-books hover card easter egg (Q5=B, main.js untouched - targets data-tc-btc-price wherever); desk CONTENTS gains Where-we-all-came-from...203 -> /family/heritage (letter renumbered 245); heading hygiene: monitor Contents h1 -> p, desk drawer h2s -> p.tc-desk__drawer-title (CSS selector extended), footer drawer h2s -> p; map dek two-and-a-half-centuries -> four centuries (Q14). (2) SEO PLUMBING f9df9c8: legacy 301s (rycroft-name post -> rycrofts/story, hajdu-cheney-syndrome -> /hcs, the-cheesmans -> cheesmans) VERIFIED both firing; staging-host guard; aioseo_title filter w/ 10 approved titles (Story-x5 fixed, home now Thomas Cheesman - a life three kids eight family lines); og:image+twitter:image sitewide (desk-hero default + per-page leads); Article JSON-LD on 8 long-reads + /hcs w/ compact Person @id /#thomas + conservative MedicalCondition about-entity (OMIM/Orphanet/GeneReviews sameAs only); curated llms.txt route; WP generator removed; DEFER on whole chain incl gsap/three/d3 (verified live: data-wp-strategy=defer defer on main.js - the review-measured ~5s mobile render-block killer); leaderboard blocklist + one-time erftghfh sweep (TC_GAMES_VALID); family-map.css drawer min-height CLS guard + controls text-fill belt. (3) LIVE-CAUGHT FIXES 9b30633: og:image moved to priority 0 (AIOSEO emits own og:image on front page - scrapers take FIRST tag, desk photo must win); staging guard redirect REMOVED - Hostinger temp domain is a REWRITING PROXY that rewrites Location headers back to temp host (redirect can only loop; also explains the mirror self-canonicals) - noindex-and-serve instead, X-Robots-Tag verified on staging 200s; llms.txt moved parse_request -> after_setup_theme prio 0 (Hostinger Tools serves earlier) AND I toggled OFF Create-LLMs.txt in wp-admin Hostinger Tools - curated version with tier vocabulary now serves, verified. SHARP EDGES: (a) PS5.1 Get-Content/WriteAllText MOJIBAKED desk-menu.php (cp1252 read of UTF-8) - caught via system diff, git checkout restore, redid ALL php edits with Edit tool only - NEVER pipe theme files through PS string ops; (b) installed PHP 8.3 via winget (no PATH in tool shells - use full WinGet\Links path), php -l now gates every functions.php push; (c) git commit -m with embedded double quotes breaks PS arg quoting - use commit -F msgfile. THOMAS NOW UNBLOCKED: T1/T2 GSC+Bing submit (titles/301s live - I said go), T4 trash /map-2/, T5 disable Sign-in-with-Google, T6 deactivate WonderPush (he answered drop), T7 register bareyourrare.ca (Q16 yes). QUEUED NEXT SESSION: converter pass C6 (cross-links, next-line footers, map links, eager first img + width/height + 1536 srcset, regen x8 w/ word-diff), hub kickers + approved Steinke blurb + send-it-my-way link, ms syncs (Rycroft Ch6 + Steinke dek, approved), About-Page-Text.docx round (+ girls three-words alternatives Q9, home pillar drafts Q15), scrims C8, llms could add stories to GEDCOM C22 / print+PDF C16/C23 (Q19-20 yes, Dochertys first), press email (article: globalnews.ca/news/10832208/canada-disability-benefit) + 3 society outreach drafts, Currents BHAG kickoff (ticker first per D1, brainstorm prompt w/ compressed dossier per D11 - answer to his can-GPT-handle-80k question: no, I distill). V0.26 not yet written - next agent writes it when this thread truly closes."
2026-06-12,TC,"Heritage corpus pass SHIPPED (1.0.535) + About DOCX delivered; GEDCOM/book queued","Batch D of review triage round 2, all live-verified. CONVERTER (_md2heritage.js): cross-line story references now LINKS (7 phrase maps keyed by output basename, post-pass like linkNotes, zero misses; self-refs excluded); width/height on all 64 body imgs; srcset w/ WP 1536 intermediates on the 12 heaviest (new _build_image_dims.py measures all 71 referenced images incl 8 heroes, emits _image-dims.json the converter reads; optional file, degrades gracefully). All 8 bodies regenerated, word-diff clean (pure attr additions + link wraps + the 2 approved ms edits). CHROME (inc/page-heritage-longread.php): THE LCP BUG WAS THE HERO - loading=lazy on the LCP element of every long-read; now eager+fetchpriority+width/height (hero_w/h wired through page-story.php x5 + 3 orphan templates); Docherty hero swapped to 1536x2048 intermediate (931KB -> ~quarter); see-this-line-on-the-map link in every story hero; Next-line-> footer pill in hub order 01-08 reusing heritage-line__readmore (Haistes hand the finished reader to the map). MS SYNCS at md source (approved Q12/Q13): Rycroft Ch6 not-yet-traced -> points at the Steinke story (linked); Steinke dek de-changelogged (As-recently-as-10-June-2026 -> For-years framing, After-tonight -> now; every fact kept). HUB: 8 scale kickers on cards (story kickers brought forward; new .heritage-card__kicker rule), approved Origins-unknown-no-more Steinke blurb, send-it-my-way links /contact; page-steinkes.php stale a-line-still-being-traced kicker -> Ossowka/Winnipeg-1892/Sexsmith/c.1858. Township 71 fixed on page-thomas.php per Q8 (pulled the plug end of May, stayed through June - was nine-months-in). About-Page-Text.docx DELIVERED at repo root via agent (4 sections: /about full revise w/ [CHANGED] tags - Daniel sentence borrowed from /thomas keeping surprised+handsome-boy, dedup of stockpot/eighteen-months/not-a-programmer/rare-stats clusters; 2 alternatives each for Patience+Faith three-words openings, Daniel kept per Q9; 2 options x3 home pillar cards; notes incl 3 NEW dupes the review missed + one YOUR-WORDS-NEEDED on apprenticed-under-vs-trained-apprentices). NOT applied to live - awaiting his pass. Commit b537ff8, 15 PHP files linted, purged, verified live as guest (hero attrs, 1536 src, both xlinks, next pill, map link, srcset x9, 8 kickers, blurb, contact link, new dek). QUEUED: GEDCOM per-line downloads (living excluded, Q20 yes) + Dochertys print stylesheet/PDF book (Q19 yes) - deliberately deferred to own arc, not rushed; plus Currents BHAG kickoff + brainstorm prompt, press email send (drafted in chat), society outreach drafts. Next agent: V0.26 covers rounds 2 A-D."
2026-06-12,TC,"Sunglasses pass SHIPPED (1.0.536) - glass darkens instead of brightens","Thomas reviewed the corpus live with screenshots: struggling to read on ALL line pages; his direction = glassmorphism should work like a SUNGLASSES lens not frosted glass. ROOT CAUSE: the three glass plates (longread body ~style.css:1607, intro/coda, hub cards) were rgba(8,10,26,0.55) + saturate(125%) - a BRIGHTENER - over screen-blend blobs at brightness(1.12)/opacity .64. FIX: plates -> rgba(5,7,18,0.72) + blur(12px) brightness(0.5) saturate(108%) (the brightness() in backdrop-filter IS the tinted lens - darkens whatever shows through while atmospheres stay vivid in open gaps); blob peaks -> brightness(1.0)/opacity .48 (hues untouched); chapter rail lifted (38% line-mix toward #d8d3de, opacity .8, text-shadow - old 55%-mix at .6 was mud over magenta); NEW longread prose+dek link style (light line-tint + underline - theme link colour was invisible on dark, the Verboom dek companion link literally unreadable in his screenshot); hero eyebrow/subtitle/kicker/breadcrumb (.heritage-breadcrumb - verified class) get anchoring text-shadows (they sit on raw atmosphere). Commit 08da74e, purged, taste-checked live: Lakemans prologue = crisp white on dark glass w/ green alive in margins; Cheesman gold = warm amber over near-black. TASTE FLAG left for Thomas: dek italic still --text-light grey - readable now but could go brighter/whiter if he wants after walking the pages. NOTE: person-spoke plates (kid pages, /family/thomas) NOT touched - already darker recipe; extend the same lens if he flags them. STILL QUEUED: GEDCOM per-line downloads (living excluded) + Dochertys print/PDF book - next arc; Currents BHAG kickoff after."
2026-06-12,TC,"Sunglasses rounds 2-3: the REAL long-read plate found + a missed Hostinger deploy (1.0.537-539)","Thomas re-tested: full stories still light - round 1 had darkened the BASE .heritage-line plate (spokes) but .heritage-line--longread (style.css:6273) overrode it with the lit-frosted-pane recipe: WHITE top-highlight gradient (255,255,255,.10->.02 over the first 22%) + saturate-only backdrop - every story stayed bright exactly where the dek sits. Round 2 (1.0.537): dark gradient + brightness(0.45). Still bled. Round 3 (1.0.538): darker stops + brightness(0.38). STILL bled - then the real lesson: page was rendering ver=1.0.538 because THE 1.0.539 PUSH NEVER AUTO-DEPLOYED - Hostinger webhook silently skipped it; purge kept rebuilding with old CSS. Diagnosed via getComputedStyle (the V0.24 rule again) + polling raw style.css for the new gradient string. Fix: EMPTY COMMIT re-trigger -> deployed in 20s. Final state (1.0.539, verified computed: rgba(10,13,26,.92) stops + blur(14) brightness(.5)): reading column near-opaque (92-96%) per Thomas's own words (better no glass than light glass) - atmosphere lives AROUND the plate not behind the words; ~5-8% whisper keeps the glass feel. Paint-order red herring ruled out (article z:1 above atmos fixed/z:0; blob screen-blend only composites below). SHARP EDGES for next agent: (1) ALWAYS verify deploy landed before purging - poll the raw asset for a new string or check ?ver= in fresh HTML; empty commit re-triggers a missed webhook; (2) .heritage-line--longread overrides the base plate - style BOTH or neither; (3) taste knob left for Thomas: 0.92->1.0 stops = fully opaque if the last green whisper bothers him. GEDCOM + Dochertys book still queued."
2026-06-12,TC,"Plate dialed to 67-72% (1.0.540) - the sunglasses look lands","Thomas saw near-opaque (1.0.539) and called the dial: drop to 67-72%. Shipped 3525aca: longread plate gradient rgba stops .67/.70/.72, brightness(0.5) backdrop unchanged - atmosphere returns through the lens pre-darkened, deep forest-green texture inside the plate, prose fully legible, full vivid colour in the open gaps. NEW RULE APPLIED: polled raw style.css for the new gradient string BEFORE purging (landed 15s). Curiosity: page HTML self-refreshed to ver=1.0.540 WITHOUT manual purge this time (deploy appears to trigger a cache refresh sometimes - do not rely on it). Automation note: the original tab wedged on document_idle (extension blocks all actions on a hung subresource) - fresh tab rendered fine; curl stayed the ground truth throughout. Verified visually on Lakemans (the worst offender). Taste now with Thomas across the other 7 lines + spokes/hub cards (also darkened in round 1 - may want the same 67-72 treatment if they read TOO dark? they are at 0.72 flat + brightness(0.5), close enough). QUEUED UNCHANGED: GEDCOM + Dochertys print/PDF book, Currents BHAG, About-Page-Text.docx with Thomas."
2026-06-12,TC,"Audit v2 DELIVERED: Grok adjudicated + own 3-lens pass (no code shipped)","Second-pass audit per the committed v2 prompt. ROUND-1 FIXES ALL HELD (live-verified): approved titles, descriptions, og:image desk-hero first, all 3 legacy 301s firing (my first test used WRONG GUESSED slugs and 404d - the real map is dated permalinks in functions.php:786-788), curated llms.txt w/ tier vocab, defer on main.js, story hero eager+fetchpriority, next-line pill + map link + cross-links live, heading hygiene 1xh1+1xh2. GROK SCORECARD: ~19 confirmed / 5 imprecise / 3 wrong. Its quotes were real (Rubber-Leg-Joe, flame passage, Dochertys Ch1 title, 128-204 photo range EXACT). Wrong: heritage-hub-is-JS claim (16.8k words server-rendered - Groks own fetcher failed), object-fit-contain-as-perf-cost (nonsense mechanism), dark-lens contrast risk (a11y 96-100; real fails are theme-cyan #22d3ee links at 1.8:1). LIGHTHOUSE LOCAL MOBILE: home 33 (TBT 1400ms - now the SLOWEST page), story 54 (was 22 - hero fix worked), map 37, patience 41 w/ 18s LCP + 5.3MB (galleries serve 2560px -scaled.jpg originals: renderer has loading=lazy but NO srcset/width/height - the #1 perf lever). NEW BUGS FOUND: converter emits NESTED <a> in lakemans+verbooms bodies (invalid HTML); desk-menu hotspots keyboard-invisible (5 clickable divs no tabindex/role - hard WCAG 2.1.1) + aria-modal w/o focus trap; map lanterns mouse-only; leaderboard POST has NO throttle (10 fake POSTs wipe a board permanently - port drawer-events cooldown); main.js init chain unguarded vs gsap CDN failure (would kill email/lightbox/galleries sitewide); footer marble hardcoded prod URL; gmdate flips drawer date at ~5pm local. EDITORIAL (4 agents, full corpus 74.5k words): the eight endings are a mail-merge (the-moment-is-now opener LITERALLY IDENTICAL in 6 stories, virtue-word closer x4, integrity oath x2 verbatim); publisher cut ~13-15k words; two registers (heritage=tool-audible Ken Burns, memoir=Thomas) - em-dash 1/50w heritage vs 1/95w memoir; about page now 100% redundant vs /thomas (Rics Grill day-Patience-was-born appears on FOUR pages); Thomasito Heisenberg misuse in Why-science fold. KID-SENSITIVITY INVENTORY flagged for Thomas (never decided for him): Daniels named school+full legal name+moles-as-identifier, Patience weight-she-carries+radio anecdote, Faith CPR scene+meltdown framing, HCS 50%-coin-flip framing. Grades: Content B+->B (sharper lens), Design A- hold, IA B-->B, Eng B-->B, SEO C+->B+, GEO C+->B+. NOTHING COMMITTED - report-only session; top-10 fix list in chat. Next agent: V0.26 still unwritten."
2026-06-12,TC,"Audit v2 fix batch SHIPPED (1.0.541-545): srcset pipeline + a11y + hardening","Thomas said go-ahead on audit items 1-5/9-10. FIVE COMMITS pushed + live-verified (PURGE ALL STILL NEEDED - cached pages carry max-age 604800). (1) 00e175d a11y batch: brand/weather/email accessible names rebuilt from visible text + sr-only suffixes (WCAG 2.5.3); 5 clickable desk hotspots role=button tabindex=0 + Enter/Space via wireHotspotKeys; 12 informational hotspots role=group (aria-label on bare div is prohibited ARIA); overlay tabindex=-1 + focus-into-dialog on open + REAL Tab trap incl capsule trigger as Close control; sr-only h2 on 3 kid pages (h1->h3 heading-order); longread next-pill + return links get house line-tint recipe (were Astra cyan - getComputedStyle diagnosis: --line-color resolves to #22D3EE primary there, bg is rgb(4,6,25) so LH white-bg fail was partly artifact); /family gains Lanterns of Record teaser under heritage banner; marble img home_url(); gmdate->wp_date x2 (stamp flipped to tomorrow evenings). (2) 5c5db69 perf batch: tc_render_photo_gallery emits srcset+sizes+width/height+decoding=async via attachment_url_to_postid memoised in autoload=false option (shutdown-persisted); data-tc-full/-fullw/-fullh carry full URL + true dims and tcWrapImgForLightbox PREFERS them (currentSrc/naturalWidth describe the SMALL candidate once srcset is live - lightbox would open soft); main.js tcInit try/catch isolation on all ~27 inits + typeof gsap bail in initKineticHero BEFORE the char split (CDN blip = invisible H1 + dead email/lightbox chain); BTC poll gated to first menu open; desk-games eager fetch removed (observer fetches on open); leaderboard POST: foreign-referer reject + 20s per-IP transient cooldown + 400/day cap (10 junk POSTs could wipe a board permanently). (3) c829466 converter: cross-link pass now anchor-aware (split on <a>..</a> segments) - nested anchors in lakemans+verbooms FIXED; V0.25 #10 done: json key matched to exact md heading AND chapterHeader falls back to title lookup (eyebrow is empty for single-h2 chapters - kicker could NEVER render); both bodies regenerated, kicker count 12->13. (4+5) 0d841a3+59e32b8 srcset HOTFIXES from live verify: gallery arrays hold ROOT-RELATIVE paths (attachment_url_to_postid needs full URL) then bare-stem URLs whose library entry is -scaled (PB150073.jpg vs PB150073-scaled.jpg - page was serving the heaviest original); cache key versioned _v3 to retire memoised misses. FINAL COVERAGE: patience 128/128, daniel 190/192, faith 198/204 (stragglers not in media library - graceful fallback). E2E VERIFIED in Chrome: thumb loads 100_0716-300x225.jpg (was 2560px), lightbox href full -scaled + pswp dims 2560x1920; menu opens with focus on overlay, 5 hotspots tabbable. SKIPPED DELIBERATELY: PhotoSwipe CSS preload-swap (child overrides PhotoSwipe by load order - V0 lightbox trap; swap would reintroduce it). SHARP EDGE: grep -c counts LINES not occurrences - gallery template is ONE line, use grep -o|wc -l. Thomas TODO list delivered in chat (purge, LiteSpeed minify toggle, kid-page sensitivity sitting, editorial decisions). V0.26 still unwritten."
2026-06-12,TC,"Editorial workstreams: endings-dedup walkthrough (#2) + Heritage-Edit-Sheets.docx DELIVERED (#3)","Thomas asked for a walkthrough of the endings de-duplication then the trim edit sheets. #2 WALKTHROUGH delivered in chat: device map verified against md SOURCES (the-moment-is-now opener verbatim in SIX manuscripts; not-yet-written closer x4; virtue-word frame; integrity oath x2; grandmother-remembered x3 incl Bette TWICE; inherit-it-together x5) + keeper recommendations (Dochertys keeps moment-is-now, Cheesmans keeps closer, Lakeman keeps the virtue-frame essay, McIvers keeps oath+not-one-heir, Rycrofts keeps Bette+FaithLanaLyn) + 4 taste questions AWAITING HIS ANSWERS (keepers x2, who-drafts-replacements me-vs-him, docx-vs-chat review). #3 SHIPPED: Heritage-Edit-Sheets.docx at repo root (59KB, 601 paras, 10 tables, UNTRACKED like About-Page-Text.docx - deliverables stay out of git). Source: Heritage-Edit-Sheets.md in Heritage research. 4 agents drafted sheets (one STALLED at 600s watchdog + its transcript file was EMPTY post-mortem - result only survived in the truncated notification; re-derived via a focused agent anchored to the recovered tail, deltas reconciled honestly: Docherty 1430 vs lost 1556, McIver 920 vs 923-1010). CONTENT: every cut has md line numbers + verbatim anchors + counted words + CLEAN/STITCH/TASTE tag + full stitch drafts (4 complete merged-chapter drafts: Docherty Ch1-4, Haiste Ch1-4 Yorkshire-parishes 483w, Lakeman Ch2-5 polder-centuries 430w, Rycroft Ch5+6 quiet-generations; McIver M-1..M-6 incl Clearances weave + Catherine fold + Option-A prologue hedge for the retracted marriage spine; Steinke spoiler-dek 2 replacement drafts; Verboom BOTH paths - standalone trim vs fold-into-Lakeman w/ moves inventory). HONEST-MATH HEADLINE (in docx front matter): audit 13-15k targets were RENDERED-PAGE based (incl ~2k/story json module text) + protected endings; counted manuscript yield = ~4,850 core + ~700 TASTE + 1,806 RELOCATED (Docherty double-ending move option). Every sheet ends w/ its images.json re-key cascade (converter keys chrome by heading text - merge w/o re-key silently drops kickers/pullquotes/figures; orphan/re-home lists per story incl figure crowding calls). TWO GATES flagged: Verboom path decision BEFORE Lakeman L3; re-keys land in same regen commit. ALSO IN SHEETS: stale Rycroft Notes item 5 (still lists Steinke origin as needed - contradicts its own handoff), C4 [YOUR-WORDS-NEEDED] kitchen-scene slot in Cheesman. SHARP EDGES: (a) bash heredoc choked on 60KB sheet content - use Write tool chunks + node splice; (b) skill validate.py crashes on cp1252 console/file reads on this box - verify docx via python zipfile+ElementTree instead (601 paras, 84k chars, parses clean); (c) lost-agent recovery pattern: truncated notification tail + focused re-derivation agent anchored to it, reconcile deltas explicitly. NOTHING COMMITTED to the repo this stretch. NEXT: Thomas verdicts the docx (APPLY/SKIP/EDIT per numbered item + TASTE A/B picks + the gates) and answers the 4 endings questions; then apply-to-md -> regen x8 -> word-diff -> push. V0.26 still unwritten."
2026-06-13,TC,"Heritage trim pass APPLIED+PUSHED 7/8 stories (1.0.546-549); Cheesman-Ch7 + Verboom-PathB pending","Thomas said ""go ahead mate"" on all 8 trim-pass verdicts (+6 sub-A/B picks + 2 image defaults). APPLIED + PUSHED 7 of 8 stories, theme 1.0.546-549, commits 4bc31c4..23ae837 (PURGE ALL STILL NEEDED). Pipeline per story: edit off-repo manuscript + {line}-images.json -> node _md2heritage.js -> regen body php -> grep-verify -> commit per batch (node v22). B1(4bc31c4): Cheesman cuts C1/C2/C3a/b only -225 (Ch7 HELD); Steinke spoiler-dek->restrained PRIMARY, S2b=KEEP 1858 blockquote in-chapter, birthyr+1926census->Notes, Ch4 process-talk trim (pullquote Henry-and-Martha-five-children preserved verbatim), -232; Rycroft Ch5+6->Quiet Generations merge + R2 Steinke-handoff + R3 reach-bridge + R6 OptB (keep late triplet, cut early recap, stitch the-sixteen-year-olds-granddaughters-daughter) + R5 OptB (keep Yorkshire-tanneries image) + R4 + stale Notes#5 fix, json Ch6 pullquote folded to Ch5, -318; Haiste Ch1-4->Three-Centuries merge + Ch6->2-sentence bridge + H3 wallpaper + H4 de-triplication + renumber + json re-key, -886. B2(057d1a7): Docherty D-1 Ch1-4 merge (verbatim KEEP + facts-only NEW) + D-2 BOTH (relocate Lineage+Appendix above the close so it ends on It-will-again + trim appendix to Abe/Rick/Roy w/ David+EM stitch) + D-3 methodology->Notes + D-4 cert 4x->2x (prologue+tree-fact die) + renumber + images.json cascade, ~9.6k->7719. CAUGHT: cutting appendix L231 removed the ONLY ""the McIver, Campbell, and Cameron story"" cross-link anchor -> re-anchored into Ch3 in-marriage sentence. B3(b1730b9): McIver M-1 Clearances chapter->2 woven paras inside James ch + M-2 Catherine folded to 1 para (combined Ch1 title) + M-3 old-islanders->coda + delete that chapter + M-4 Living-Line digression trim + M-5 Vimy/France compress + M-6 OptA marriage-spine hedge (confession attaches to islands not couple) + renumber 4/5/6/8/9->2/3/4/5/6 + json figure re-home (eviction+Moray into Ch1=3 figs, Cathcart into coda ch) so none lost, ~920. B4(23ae837): Lakeman L1 Ch2-5->Polder-Centuries merge (1811 surname decree centerpiece) + era-wallpaper kills + renumber 6-10->3-7 + json Ch2 absorbs Beets fig+Napoleon pullquote, -494. Verboom interlude left INTACT as Path B splice point. TWO PENDING, BOTH SURFACED TO THOMAS: (1) Cheesman Ch7 kitchen rewrite BLOCKED - he said he saved it but Cheesman-Story-EDITED.md(Jun11) still has old 3-sentence Ch7 and Cheesman-Ch7-Cooking-Years.docx is the UNEDITED Jun10 build output (mtime 37s after build script); nothing modified Jun12-13 anywhere on Desktop holds his rewrite. Needs him to point to the file. (2) Verboom Path B fold composed but NOT applied - edit sheet left it INVENTORY-ONLY (no finished prose) + it restructures 2 pages of living-memory material (needle/Vespa/Yap-and-shears/chamber-pail/Martins-boyhood); drafted a new Lakeman Ch7 Suzanna chapter (relocated approved Verboom prose) + Verboom->records-appendix reframe, presented for his nod. SHARP EDGES this session: (a) converter smart-quotes apostrophes (Ric&rsquo;s) so grep on apostrophe phrases falsely returns empty - anchor on apostrophe-free spans or grep the entity; (b) ""Notes"" auto-links to #lr-notes so grep ""the Notes carry..."" fails - the text IS there; (c) generated bodies are few-but-very-long lines -> git reports tiny insertions/deletions even for big prose changes (NOT a CRLF phantom; verify via grep not diff stat); (d) cross-link ""the Verboom story"" NOT FOUND is PRE-EXISTING (phrase lives only inside the interlude CTA anchor, which is a working link anyway); (e) collision-safe key renames: delete-orphans-then-rename in file order so no two same-name keys coexist mid-edit. NEXT: Thomas purges LiteSpeed, points to his kitchen file, nods Path B; then Cheesman Ch7 regen + Verboom fold + push. V0.26 STILL unwritten."
